Year,Gender,Age,DayOfWeek,Hour,Location,Severity
2024,Male,35,Thursday,17,Comrat,Without fatalities
2023,Female,40,Friday,20,Ungheni,With fatalities
2024,Male,38,Friday,0,Chișinău,Without fatalities
2021,Female,18,Thursday,13,Cahul,With fatalities
2023,Male,63,Tuesday,13,Orhei,Without fatalities
2020,Male,43,Thursday,13,Chișinău,Without fatalities
2024,Female,22,Sunday,0,Ungheni,Without fatalities
2024,Male,18,Friday,3,Edineț,Without fatalities
2015,Female,18,Wednesday,22,Edineț,With fatalities
2020,Female,51,Sunday,6,Orhei,Without fatalities
2017,Male,30,Tuesday,23,Orhei,Without fatalities
2017,Male,33,Saturday,11,Cahul,Without fatalities
2020,Female,47,Thursday,12,Comrat,Without fatalities
2022,Female,32,Friday,14,Edineț,Without fatalities
2020,Male,48,Saturday,19,Bălți,Without fatalities
2019,Male,41,Friday,1,Soroca,Without fatalities
2016,Male,38,Friday,13,Orhei,Without fatalities
2020,Male,18,Wednesday,11,Chișinău,Without fatalities
2021,Male,27,Tuesday,12,Soroca,Without fatalities
2020,Female,49,Thursday,13,Cahul,Without fatalities
2022,Female,29,Tuesday,2,Cahul,Without fatalities
2019,Female,58,Friday,12,Orhei,Without fatalities
2023,Female,75,Wednesday,7,Chișinău,Without fatalities
2024,Male,49,Saturday,15,Soroca,Without fatalities
2022,Female,62,Sunday,5,Soroca,Without fatalities
2020,Male,50,Wednesday,10,Soroca,Without fatalities
2017,Male,31,Friday,14,Cahul,Without fatalities
2024,Male,43,Tuesday,18,Orhei,With fatalities
2023,Male,70,Saturday,23,Chișinău,Without fatalities
2018,Male,32,Tuesday,1,Chișinău,Without fatalities
2017,Female,24,Wednesday,10,Bălți,Without fatalities
2015,Male,22,Saturday,19,Ungheni,With fatalities
2018,Male,36,Monday,19,Hîncești,Without fatalities
2023,Male,24,Wednesday,8,Edineț,Without fatalities
2022,Female,65,Saturday,23,Bălți,Without fatalities
2024,Male,43,Wednesday,22,Chișinău,Without fatalities
2019,Male,54,Thursday,3,Ungheni,Without fatalities
2023,Male,35,Wednesday,22,Soroca,Without fatalities
2017,Female,22,Sunday,16,Bălți,Without fatalities
2022,Male,20,Monday,23,Orhei,Without fatalities
2021,Female,26,Saturday,7,Edineț,Without fatalities
2023,Female,45,Saturday,15,Soroca,Without fatalities
2023,Male,47,Wednesday,0,Ungheni,Without fatalities
2018,Female,49,Tuesday,9,Comrat,With fatalities
2024,Female,18,Thursday,6,Soroca,Without fatalities
2023,Male,39,Sunday,14,Edineț,Without fatalities
2020,Male,24,Thursday,0,Comrat,Without fatalities
2023,Male,46,Wednesday,21,Soroca,Without fatalities
2024,Male,47,Thursday,15,Edineț,Without fatalities
2024,Female,22,Thursday,20,Chișinău,Without fatalities
2022,Female,54,Wednesday,1,Edineț,Without fatalities
2022,Male,75,Monday,2,Cahul,Without fatalities
2016,Male,52,Saturday,14,Chișinău,Without fatalities
2017,Male,37,Wednesday,23,Hîncești,Without fatalities
2024,Female,35,Tuesday,17,Orhei,Without fatalities
2023,Male,36,Friday,14,Edineț,Without fatalities
2014,Female,28,Monday,3,Ungheni,Without fatalities
2022,Female,43,Wednesday,2,Bălți,Without fatalities
2020,Female,22,Monday,6,Orhei,Without fatalities
2019,Female,18,Friday,23,Bălți,Without fatalities
2022,Male,43,Thursday,19,Chișinău,Without fatalities
2019,Male,40,Thursday,21,Comrat,Without fatalities
2019,Male,31,Friday,18,Comrat,Without fatalities
2024,Female,20,Thursday,22,Orhei,Without fatalities
2015,Female,44,Monday,7,Bălți,Without fatalities
2021,Male,25,Thursday,6,Soroca,With fatalities
2021,Female,37,Friday,3,Chișinău,Without fatalities
2021,Female,66,Friday,9,Bălți,Without fatalities
2022,Female,49,Saturday,9,Soroca,Without fatalities
2014,Male,19,Friday,14,Soroca,With fatalities
2024,Male,20,Tuesday,23,Comrat,With fatalities
2021,Male,42,Sunday,21,Soroca,Without fatalities
2022,Female,19,Monday,17,Orhei,Without fatalities
2021,Male,18,Friday,9,Bălți,Without fatalities
2021,Male,47,Saturday,22,Soroca,Without fatalities
2018,Male,44,Monday,8,Edineț,Without fatalities
2021,Female,46,Saturday,8,Chișinău,With fatalities
2021,Female,43,Tuesday,21,Comrat,Without fatalities
2021,Female,39,Monday,15,Edineț,Without fatalities
2014,Female,30,Wednesday,16,Soroca,Without fatalities
2017,Female,47,Sunday,15,Ungheni,Without fatalities
2023,Male,62,Sunday,5,Chișinău,Without fatalities
2020,Male,32,Tuesday,4,Hîncești,Without fatalities
2023,Female,24,Tuesday,6,Bălți,Without fatalities
2017,Female,22,Thursday,12,Soroca,With fatalities
2023,Male,26,Friday,7,Comrat,Without fatalities
2019,Female,43,Tuesday,0,Edineț,Without fatalities
2023,Female,18,Sunday,9,Ungheni,Without fatalities
2016,Female,46,Monday,19,Chișinău,Without fatalities
2020,Female,49,Wednesday,19,Comrat,Without fatalities
2016,Female,18,Monday,0,Hîncești,Without fatalities
2022,Male,25,Sunday,19,Chișinău,Without fatalities
2020,Male,41,Monday,22,Chișinău,Without fatalities
2016,Female,37,Wednesday,13,Comrat,Without fatalities
2021,Female,47,Saturday,14,Hîncești,Without fatalities
2014,Male,37,Thursday,5,Soroca,Without fatalities
2023,Female,58,Sunday,19,Ungheni,Without fatalities
2024,Male,35,Friday,1,Orhei,Without fatalities
2023,Female,25,Sunday,6,Hîncești,Without fatalities
2024,Male,24,Tuesday,23,Bălți,With fatalities
2024,Male,51,Friday,19,Soroca,Without fatalities
2024,Female,40,Thursday,18,Ungheni,Without fatalities
2018,Female,49,Saturday,4,Cahul,Without fatalities
2018,Male,49,Wednesday,21,Soroca,Without fatalities
2023,Female,18,Friday,7,Comrat,Without fatalities
2021,Male,22,Sunday,2,Cahul,Without fatalities
2024,Female,24,Monday,12,Cahul,Without fatalities
2024,Female,27,Tuesday,5,Orhei,Without fatalities
2024,Female,33,Tuesday,20,Soroca,Without fatalities
2019,Male,54,Saturday,22,Cahul,Without fatalities
2017,Male,57,Thursday,13,Chișinău,Without fatalities
2022,Female,35,Thursday,6,Bălți,Without fatalities
2021,Male,36,Wednesday,10,Cahul,Without fatalities
2024,Female,29,Thursday,21,Ungheni,Without fatalities
2024,Male,41,Friday,8,Soroca,With fatalities
2024,Female,43,Tuesday,9,Hîncești,Without fatalities
2022,Male,52,Wednesday,19,Ungheni,Without fatalities
2021,Male,51,Sunday,16,Hîncești,Without fatalities
2023,Male,18,Thursday,7,Soroca,Without fatalities
2021,Male,37,Monday,21,Cahul,Without fatalities
2024,Male,60,Tuesday,5,Comrat,Without fatalities
2015,Male,33,Wednesday,20,Edineț,Without fatalities
2020,Female,57,Tuesday,10,Hîncești,Without fatalities
2023,Female,35,Friday,2,Hîncești,With fatalities
2018,Male,42,Saturday,5,Orhei,Without fatalities
2020,Female,22,Thursday,16,Hîncești,Without fatalities
2014,Male,23,Saturday,6,Cahul,With fatalities
2019,Female,50,Sunday,5,Bălți,Without fatalities
2019,Female,53,Thursday,20,Soroca,With fatalities
2023,Female,40,Thursday,12,Comrat,Without fatalities
2022,Female,21,Sunday,13,Comrat,Without fatalities
2021,Male,40,Monday,18,Orhei,With fatalities
2023,Female,58,Friday,7,Cahul,With fatalities
2021,Female,66,Monday,12,Orhei,Without fatalities
2021,Female,35,Sunday,19,Chișinău,Without fatalities
2022,Male,18,Friday,8,Cahul,Without fatalities
2023,Female,52,Friday,4,Bălți,Without fatalities
2023,Male,35,Sunday,10,Ungheni,Without fatalities
2023,Male,54,Friday,6,Edineț,Without fatalities
2022,Female,44,Thursday,5,Cahul,With fatalities
2022,Male,26,Sunday,11,Orhei,Without fatalities
2019,Female,40,Thursday,11,Chișinău,Without fatalities
2019,Female,59,Thursday,5,Ungheni,Without fatalities
2023,Female,37,Monday,3,Soroca,Without fatalities
2023,Female,24,Wednesday,12,Soroca,Without fatalities
2022,Female,18,Saturday,11,Chișinău,With fatalities
2019,Female,28,Sunday,14,Hîncești,Without fatalities
2024,Female,33,Sunday,7,Soroca,Without fatalities
2016,Male,52,Sunday,12,Hîncești,Without fatalities
2023,Male,23,Friday,10,Comrat,Without fatalities
2018,Female,63,Sunday,10,Soroca,Without fatalities
2020,Female,19,Sunday,10,Hîncești,Without fatalities
2021,Male,74,Monday,18,Soroca,Without fatalities
2022,Female,65,Thursday,20,Hîncești,Without fatalities
2022,Male,42,Saturday,16,Soroca,Without fatalities
2018,Male,18,Thursday,0,Chișinău,Without fatalities
2015,Female,39,Wednesday,12,Comrat,Without fatalities
2023,Female,34,Thursday,19,Soroca,Without fatalities
2021,Male,20,Friday,8,Soroca,Without fatalities
2020,Male,44,Tuesday,22,Orhei,Without fatalities
2019,Female,27,Sunday,23,Orhei,With fatalities
2023,Female,29,Saturday,10,Comrat,Without fatalities
2023,Male,36,Sunday,8,Edineț,Without fatalities
2023,Male,31,Thursday,16,Chișinău,Without fatalities
2018,Male,71,Wednesday,6,Cahul,Without fatalities
2024,Female,31,Saturday,7,Orhei,Without fatalities
2024,Female,46,Tuesday,1,Chișinău,Without fatalities
2022,Female,42,Saturday,13,Soroca,Without fatalities
2015,Male,45,Sunday,9,Soroca,Without fatalities
2023,Male,46,Sunday,8,Hîncești,Without fatalities
2021,Female,53,Friday,0,Bălți,Without fatalities
2023,Male,43,Friday,11,Comrat,Without fatalities
2018,Male,43,Friday,13,Hîncești,Without fatalities
2022,Male,40,Wednesday,18,Edineț,Without fatalities
2021,Male,37,Tuesday,10,Chișinău,Without fatalities
2022,Male,26,Friday,8,Chișinău,Without fatalities
2023,Female,39,Sunday,16,Bălți,Without fatalities
2022,Female,43,Thursday,19,Chișinău,Without fatalities
2019,Female,46,Tuesday,5,Edineț,Without fatalities
2019,Female,42,Friday,5,Comrat,Without fatalities
2023,Female,36,Tuesday,19,Orhei,Without fatalities
2022,Male,39,Saturday,9,Bălți,Without fatalities
2021,Male,31,Thursday,9,Hîncești,Without fatalities
2020,Male,44,Monday,16,Chișinău,Without fatalities
2022,Female,36,Friday,20,Chișinău,Without fatalities
2019,Male,42,Thursday,13,Bălți,Without fatalities
2024,Male,55,Wednesday,4,Comrat,Without fatalities
2022,Male,29,Saturday,2,Chișinău,Without fatalities
2022,Female,48,Friday,10,Cahul,Without fatalities
2017,Male,40,Monday,18,Edineț,With fatalities
2022,Male,70,Saturday,19,Comrat,With fatalities
2019,Female,36,Thursday,18,Edineț,Without fatalities
2021,Female,50,Saturday,13,Orhei,Without fatalities
2021,Male,40,Thursday,14,Edineț,Without fatalities
2021,Female,19,Tuesday,2,Soroca,Without fatalities
2023,Male,32,Friday,2,Hîncești,With fatalities
2016,Female,53,Monday,22,Chișinău,Without fatalities
2017,Male,33,Wednesday,8,Comrat,Without fatalities
2017,Male,18,Tuesday,10,Orhei,With fatalities
2023,Female,39,Friday,14,Edineț,With fatalities
2016,Female,23,Monday,16,Bălți,With fatalities
2024,Female,41,Tuesday,23,Chișinău,With fatalities
2024,Female,63,Monday,11,Chișinău,Without fatalities
2024,Male,51,Saturday,16,Bălți,Without fatalities
2024,Female,63,Monday,8,Soroca,Without fatalities
2017,Male,31,Tuesday,12,Comrat,Without fatalities
2022,Male,37,Tuesday,7,Hîncești,Without fatalities
2020,Male,24,Friday,21,Ungheni,Without fatalities
2023,Female,29,Tuesday,5,Hîncești,Without fatalities
2020,Male,26,Sunday,22,Cahul,Without fatalities
2020,Male,20,Sunday,23,Orhei,Without fatalities
2024,Female,60,Saturday,6,Hîncești,Without fatalities
2021,Male,18,Sunday,0,Chișinău,With fatalities
2023,Male,60,Friday,9,Ungheni,Without fatalities
2022,Male,58,Monday,14,Soroca,Without fatalities
2022,Female,47,Tuesday,13,Orhei,Without fatalities
2020,Male,23,Friday,3,Edineț,Without fatalities
2019,Male,18,Friday,3,Bălți,Without fatalities
2024,Male,31,Wednesday,8,Orhei,Without fatalities
2014,Female,49,Friday,14,Comrat,With fatalities
2017,Female,40,Friday,11,Orhei,Without fatalities
2017,Female,24,Wednesday,8,Ungheni,Without fatalities
2024,Male,57,Thursday,2,Orhei,Without fatalities
2014,Male,65,Saturday,14,Ungheni,Without fatalities
2014,Male,36,Tuesday,20,Hîncești,Without fatalities
2018,Male,41,Wednesday,10,Chișinău,Without fatalities
2019,Male,18,Sunday,5,Hîncești,Without fatalities
2022,Female,33,Friday,14,Ungheni,With fatalities
2024,Male,47,Friday,6,Cahul,Without fatalities
2021,Male,45,Tuesday,18,Soroca,Without fatalities
2019,Female,32,Saturday,13,Cahul,Without fatalities
2023,Female,35,Sunday,3,Chișinău,Without fatalities
2020,Male,33,Monday,20,Edineț,With fatalities
2017,Female,35,Wednesday,0,Hîncești,Without fatalities
2023,Female,46,Thursday,23,Orhei,Without fatalities
2014,Female,18,Tuesday,22,Bălți,Without fatalities
2018,Male,38,Tuesday,12,Orhei,Without fatalities
2022,Female,45,Wednesday,10,Orhei,Without fatalities
2016,Male,31,Friday,17,Orhei,Without fatalities
2019,Female,32,Friday,22,Hîncești,Without fatalities
2020,Male,33,Thursday,8,Ungheni,With fatalities
2020,Male,32,Wednesday,20,Bălți,Without fatalities
2024,Male,40,Tuesday,10,Edineț,Without fatalities
2022,Female,41,Sunday,5,Orhei,With fatalities
2015,Female,18,Wednesday,15,Chișinău,With fatalities
2018,Female,49,Monday,4,Orhei,Without fatalities
2022,Male,35,Tuesday,0,Bălți,Without fatalities
2023,Female,68,Thursday,21,Ungheni,Without fatalities
2020,Female,22,Thursday,13,Bălți,With fatalities
2024,Male,26,Tuesday,22,Ungheni,Without fatalities
2024,Female,36,Friday,20,Comrat,With fatalities
2022,Male,46,Tuesday,18,Edineț,Without fatalities
2022,Female,18,Tuesday,5,Cahul,Without fatalities
2023,Male,27,Monday,11,Chișinău,Without fatalities
2023,Male,48,Tuesday,6,Chișinău,Without fatalities
2018,Female,25,Saturday,9,Comrat,Without fatalities
2021,Male,60,Sunday,9,Chișinău,Without fatalities
2021,Female,33,Saturday,12,Cahul,Without fatalities
2024,Female,26,Wednesday,6,Soroca,Without fatalities
2016,Female,49,Wednesday,18,Soroca,Without fatalities
2024,Female,64,Sunday,0,Ungheni,With fatalities
2022,Male,46,Thursday,14,Edineț,With fatalities
2019,Male,58,Friday,13,Cahul,Without fatalities
2024,Male,65,Thursday,12,Edineț,Without fatalities
2015,Female,26,Monday,6,Orhei,Without fatalities
2019,Female,54,Tuesday,11,Ungheni,Without fatalities
2023,Male,18,Sunday,7,Cahul,Without fatalities
2023,Male,46,Thursday,14,Bălți,Without fatalities
2017,Female,38,Tuesday,16,Orhei,Without fatalities
2024,Female,58,Thursday,20,Chișinău,Without fatalities
2015,Female,57,Tuesday,11,Edineț,Without fatalities
2021,Male,48,Thursday,12,Soroca,Without fatalities
2016,Female,44,Saturday,7,Comrat,With fatalities
2016,Male,47,Saturday,9,Comrat,Without fatalities
2024,Female,40,Saturday,6,Orhei,With fatalities
2024,Male,39,Sunday,1,Soroca,With fatalities
2022,Female,61,Wednesday,15,Bălți,Without fatalities
2024,Male,63,Sunday,3,Cahul,Without fatalities
2021,Male,37,Sunday,5,Cahul,Without fatalities
2023,Male,43,Monday,6,Soroca,Without fatalities
2016,Female,41,Thursday,22,Bălți,Without fatalities
2020,Male,18,Wednesday,18,Chișinău,Without fatalities
2021,Male,34,Sunday,23,Ungheni,Without fatalities
2023,Female,63,Sunday,22,Cahul,Without fatalities
2020,Male,28,Friday,3,Cahul,Without fatalities
2024,Male,71,Thursday,9,Orhei,Without fatalities
2023,Female,57,Tuesday,3,Hîncești,Without fatalities
2021,Male,46,Monday,19,Bălți,With fatalities
2020,Female,48,Wednesday,4,Soroca,Without fatalities
2022,Male,26,Wednesday,13,Bălți,Without fatalities
2022,Female,36,Monday,10,Orhei,Without fatalities
2022,Male,61,Thursday,1,Chișinău,With fatalities
2022,Male,30,Tuesday,8,Chișinău,Without fatalities
2020,Male,55,Friday,21,Hîncești,Without fatalities
2023,Female,19,Thursday,11,Soroca,Without fatalities
2019,Male,22,Monday,23,Hîncești,Without fatalities
2022,Male,68,Thursday,0,Edineț,With fatalities
2021,Female,39,Sunday,21,Hîncești,Without fatalities
2024,Female,31,Thursday,14,Hîncești,Without fatalities
2022,Female,60,Monday,5,Edineț,Without fatalities
2024,Male,58,Monday,23,Cahul,Without fatalities
2024,Male,53,Friday,16,Comrat,With fatalities
2017,Male,31,Monday,20,Ungheni,Without fatalities
2022,Female,35,Monday,14,Edineț,Without fatalities
2024,Female,44,Monday,13,Comrat,With fatalities
2024,Male,50,Sunday,18,Hîncești,Without fatalities
2018,Male,32,Sunday,21,Edineț,Without fatalities
2021,Female,42,Sunday,8,Cahul,With fatalities
2018,Female,44,Wednesday,2,Soroca,Without fatalities
2024,Female,59,Monday,14,Cahul,With fatalities
2014,Male,51,Monday,16,Hîncești,Without fatalities
2018,Female,18,Monday,1,Chișinău,Without fatalities
2020,Female,36,Friday,3,Comrat,Without fatalities
2018,Female,26,Sunday,13,Hîncești,Without fatalities
2024,Female,48,Thursday,10,Cahul,Without fatalities
2018,Male,53,Sunday,11,Comrat,Without fatalities
2020,Female,41,Monday,22,Comrat,With fatalities
2017,Male,35,Monday,15,Bălți,Without fatalities
2024,Male,41,Friday,11,Soroca,Without fatalities
2020,Female,43,Thursday,1,Comrat,Without fatalities
2019,Female,30,Friday,6,Bălți,Without fatalities
2018,Male,21,Saturday,20,Bălți,Without fatalities
2022,Female,18,Tuesday,22,Orhei,Without fatalities
2024,Male,59,Tuesday,2,Bălți,With fatalities
2024,Female,47,Tuesday,2,Chișinău,Without fatalities
2024,Male,45,Monday,12,Cahul,With fatalities
2020,Male,58,Friday,6,Chișinău,Without fatalities
2024,Male,21,Monday,4,Orhei,With fatalities
2021,Female,18,Tuesday,20,Ungheni,With fatalities
2021,Male,45,Thursday,4,Bălți,Without fatalities
2021,Male,44,Thursday,19,Comrat,Without fatalities
2015,Female,18,Saturday,21,Comrat,Without fatalities
2017,Female,45,Friday,5,Edineț,Without fatalities
2024,Male,33,Saturday,12,Comrat,Without fatalities
2024,Male,27,Sunday,6,Chișinău,With fatalities
2018,Female,34,Thursday,1,Cahul,Without fatalities
2019,Male,18,Tuesday,21,Chișinău,Without fatalities
2023,Female,31,Saturday,8,Bălți,Without fatalities
2018,Female,29,Saturday,18,Chișinău,Without fatalities
2024,Female,48,Saturday,1,Hîncești,Without fatalities
2023,Male,37,Friday,12,Comrat,Without fatalities
2023,Female,49,Sunday,7,Hîncești,With fatalities
2024,Male,18,Friday,15,Edineț,Without fatalities
2024,Male,27,Tuesday,0,Bălți,Without fatalities
2024,Female,48,Tuesday,10,Chișinău,Without fatalities
2024,Female,35,Tuesday,7,Soroca,Without fatalities
2022,Female,52,Saturday,20,Comrat,With fatalities
2017,Female,18,Tuesday,19,Bălți,With fatalities
2022,Male,50,Sunday,0,Ungheni,Without fatalities
2024,Male,30,Friday,20,Comrat,Without fatalities
2024,Female,28,Thursday,6,Hîncești,With fatalities
2023,Male,54,Tuesday,8,Orhei,Without fatalities
2023,Female,57,Wednesday,21,Comrat,Without fatalities
2024,Male,55,Friday,1,Edineț,Without fatalities
2019,Male,70,Monday,20,Edineț,Without fatalities
2017,Male,59,Thursday,18,Hîncești,Without fatalities
2019,Female,28,Friday,5,Bălți,Without fatalities
2024,Male,42,Tuesday,4,Comrat,Without fatalities
2018,Male,34,Saturday,12,Bălți,Without fatalities
2018,Male,70,Sunday,9,Comrat,Without fatalities
2018,Male,56,Wednesday,0,Hîncești,Without fatalities
2021,Female,37,Monday,17,Ungheni,Without fatalities
2023,Male,53,Thursday,20,Soroca,Without fatalities
2020,Female,21,Tuesday,13,Soroca,Without fatalities
2016,Female,43,Friday,11,Bălți,Without fatalities
2023,Male,25,Friday,5,Cahul,Without fatalities
2022,Male,18,Thursday,13,Chișinău,With fatalities
2021,Female,51,Wednesday,16,Cahul,Without fatalities
2024,Female,53,Saturday,6,Soroca,Without fatalities
2021,Female,46,Sunday,2,Hîncești,Without fatalities
2023,Male,37,Tuesday,16,Chișinău,Without fatalities
2017,Male,21,Thursday,22,Orhei,Without fatalities
2020,Female,22,Thursday,22,Bălți,Without fatalities
2018,Female,25,Friday,9,Orhei,With fatalities
2020,Female,36,Thursday,2,Orhei,Without fatalities
2021,Male,56,Monday,15,Chișinău,Without fatalities
2017,Male,55,Monday,5,Soroca,Without fatalities
2023,Female,18,Tuesday,3,Bălți,Without fatalities
2020,Male,29,Thursday,19,Chișinău,Without fatalities
2024,Female,29,Friday,8,Hîncești,Without fatalities
2022,Male,18,Saturday,6,Orhei,With fatalities
2017,Female,48,Tuesday,15,Chișinău,Without fatalities
2022,Male,36,Wednesday,5,Hîncești,Without fatalities
2014,Male,38,Friday,11,Hîncești,Without fatalities
2023,Male,60,Wednesday,2,Comrat,Without fatalities
2024,Male,41,Tuesday,11,Hîncești,Without fatalities
2022,Male,33,Monday,19,Chișinău,Without fatalities
2024,Male,48,Friday,13,Cahul,Without fatalities
2019,Male,55,Saturday,13,Edineț,With fatalities
2021,Female,44,Friday,8,Cahul,Without fatalities
2021,Female,50,Tuesday,3,Edineț,Without fatalities
2016,Female,37,Friday,22,Cahul,Without fatalities
2023,Male,38,Friday,19,Ungheni,Without fatalities
2021,Male,41,Tuesday,14,Ungheni,Without fatalities
2021,Male,28,Sunday,6,Soroca,Without fatalities
2022,Female,31,Thursday,19,Ungheni,Without fatalities
2017,Female,60,Tuesday,18,Comrat,Without fatalities
2023,Female,70,Friday,5,Ungheni,Without fatalities
2020,Female,63,Saturday,18,Chișinău,Without fatalities
2016,Female,20,Saturday,6,Soroca,Without fatalities
2018,Female,18,Tuesday,0,Edineț,Without fatalities
2019,Male,22,Friday,6,Orhei,Without fatalities
2017,Female,42,Wednesday,2,Ungheni,Without fatalities
2018,Male,18,Wednesday,5,Ungheni,Without fatalities
2024,Female,31,Monday,22,Chișinău,With fatalities
2021,Female,61,Sunday,5,Chișinău,Without fatalities
2022,Male,54,Tuesday,10,Cahul,Without fatalities
2017,Male,32,Tuesday,1,Ungheni,Without fatalities
2015,Male,33,Wednesday,5,Ungheni,Without fatalities
2019,Female,48,Wednesday,21,Bălți,Without fatalities
2023,Female,54,Wednesday,17,Hîncești,Without fatalities
2022,Male,32,Saturday,22,Edineț,Without fatalities
2014,Female,36,Saturday,13,Cahul,Without fatalities
2023,Male,31,Monday,11,Bălți,Without fatalities
2016,Female,20,Monday,8,Chișinău,Without fatalities
2021,Female,36,Thursday,12,Hîncești,With fatalities
2024,Female,35,Saturday,19,Soroca,Without fatalities
2017,Male,21,Tuesday,20,Edineț,Without fatalities
2023,Female,49,Monday,21,Ungheni,Without fatalities
2023,Male,47,Friday,0,Bălți,Without fatalities
2021,Male,50,Tuesday,7,Soroca,Without fatalities
2024,Male,28,Thursday,8,Edineț,With fatalities
2019,Male,18,Wednesday,16,Orhei,With fatalities
2019,Male,47,Thursday,12,Edineț,Without fatalities
2017,Male,30,Tuesday,3,Cahul,Without fatalities
2020,Male,26,Wednesday,5,Soroca,With fatalities
2019,Male,21,Thursday,12,Bălți,Without fatalities
2022,Male,35,Thursday,16,Cahul,Without fatalities
2015,Female,63,Tuesday,18,Comrat,Without fatalities
2019,Male,32,Monday,22,Chișinău,Without fatalities
2014,Female,23,Friday,23,Edineț,Without fatalities
2014,Male,49,Thursday,7,Soroca,Without fatalities
2023,Female,42,Friday,20,Bălți,Without fatalities
2023,Female,18,Saturday,16,Cahul,Without fatalities
2023,Female,49,Saturday,16,Ungheni,Without fatalities
2020,Female,71,Tuesday,23,Bălți,Without fatalities
2023,Female,18,Sunday,20,Soroca,With fatalities
2019,Female,21,Tuesday,14,Comrat,Without fatalities
2019,Male,18,Sunday,0,Hîncești,Without fatalities
2022,Male,38,Sunday,1,Chișinău,Without fatalities
2023,Male,54,Sunday,19,Orhei,Without fatalities
2019,Male,41,Monday,9,Orhei,Without fatalities
2022,Male,60,Sunday,15,Chișinău,Without fatalities
2024,Male,52,Wednesday,22,Bălți,Without fatalities
2021,Female,65,Friday,3,Edineț,Without fatalities
2020,Male,57,Thursday,7,Orhei,Without fatalities
2018,Female,33,Wednesday,15,Chișinău,Without fatalities
2020,Female,41,Saturday,6,Orhei,Without fatalities
2021,Female,26,Saturday,4,Comrat,Without fatalities
2024,Female,36,Friday,22,Bălți,Without fatalities
2019,Female,40,Friday,7,Ungheni,With fatalities
2018,Female,38,Sunday,2,Comrat,Without fatalities
2024,Male,60,Wednesday,2,Orhei,Without fatalities
2022,Female,35,Wednesday,17,Edineț,Without fatalities
2023,Female,26,Monday,3,Orhei,Without fatalities
2023,Male,26,Thursday,3,Bălți,Without fatalities
2016,Male,49,Thursday,14,Chișinău,Without fatalities
2021,Male,18,Thursday,14,Soroca,Without fatalities
2017,Male,36,Sunday,3,Hîncești,Without fatalities
2022,Male,59,Saturday,1,Bălți,Without fatalities
2024,Male,44,Saturday,22,Comrat,Without fatalities
2015,Male,38,Wednesday,2,Hîncești,Without fatalities
2019,Female,39,Monday,9,Ungheni,Without fatalities
2024,Male,24,Tuesday,0,Ungheni,Without fatalities
2014,Female,27,Monday,17,Soroca,With fatalities
2017,Male,37,Saturday,4,Orhei,With fatalities
2016,Male,44,Sunday,8,Comrat,Without fatalities
2023,Female,54,Wednesday,19,Hîncești,With fatalities
2023,Male,41,Monday,5,Orhei,With fatalities
2023,Male,60,Wednesday,18,Cahul,Without fatalities
2023,Male,64,Friday,8,Bălți,With fatalities
2023,Male,51,Friday,17,Orhei,Without fatalities
2023,Male,58,Tuesday,23,Hîncești,Without fatalities
2021,Male,25,Saturday,14,Cahul,Without fatalities
2023,Male,22,Sunday,14,Ungheni,Without fatalities
2022,Female,47,Friday,13,Cahul,Without fatalities
2020,Male,19,Tuesday,2,Comrat,Without fatalities
2023,Female,35,Thursday,7,Ungheni,Without fatalities
2023,Female,51,Wednesday,18,Orhei,Without fatalities
2017,Female,61,Sunday,10,Orhei,With fatalities
2014,Female,36,Thursday,3,Hîncești,Without fatalities
2019,Female,30,Thursday,14,Soroca,Without fatalities
2020,Female,44,Tuesday,23,Comrat,Without fatalities
2017,Female,23,Wednesday,9,Chișinău,Without fatalities
2024,Male,37,Tuesday,19,Edineț,Without fatalities
2015,Male,39,Monday,10,Bălți,Without fatalities
2021,Male,39,Thursday,8,Ungheni,Without fatalities
2015,Female,41,Wednesday,21,Comrat,Without fatalities
2021,Male,27,Thursday,16,Orhei,With fatalities
2021,Female,29,Monday,8,Ungheni,Without fatalities
2023,Female,28,Saturday,22,Edineț,Without fatalities
2022,Male,18,Monday,8,Comrat,Without fatalities
2023,Female,45,Saturday,23,Orhei,With fatalities
2022,Female,53,Wednesday,8,Soroca,Without fatalities
2023,Male,51,Wednesday,22,Soroca,Without fatalities
2023,Female,36,Sunday,21,Comrat,Without fatalities
2023,Male,27,Monday,1,Orhei,Without fatalities
2022,Female,51,Thursday,12,Ungheni,With fatalities
2023,Female,49,Friday,22,Comrat,Without fatalities
2020,Male,43,Thursday,0,Soroca,Without fatalities
2016,Male,66,Friday,5,Comrat,Without fatalities
2020,Male,39,Tuesday,5,Comrat,Without fatalities
2017,Female,36,Wednesday,15,Bălți,Without fatalities
2022,Female,34,Monday,11,Ungheni,Without fatalities
2019,Male,18,Tuesday,14,Ungheni,With fatalities
2024,Male,49,Thursday,6,Comrat,Without fatalities
2019,Male,38,Friday,1,Edineț,Without fatalities
2016,Female,47,Saturday,11,Chișinău,Without fatalities
2024,Female,67,Wednesday,19,Comrat,Without fatalities
2020,Male,34,Friday,1,Orhei,Without fatalities
2020,Male,18,Thursday,3,Chișinău,Without fatalities
2024,Male,47,Sunday,2,Edineț,Without fatalities
2022,Female,42,Thursday,1,Soroca,Without fatalities
2021,Male,29,Monday,17,Comrat,Without fatalities
